Query Number,Query Name,Execution Time,Plan time,Query hash
1,10a.sql,295.947,30.281,-6651533820180303979
1,10b.sql,133.076,26.839,988535410010893112
1,10c.sql,10608.887,23.988,2494719406442254794
1,11a.sql,125.082,58.101,-8754961486292191806
1,11b.sql,25.426,61.468,7102013096890644952
1,11c.sql,299.711,53.915,2333270921735776355
1,11d.sql,245.895,59.693,-5951735317690032369
1,12a.sql,221.733,52.698,-9026514954839072455
1,12b.sql,112.347,46.262,5632455736553151255
1,12c.sql,1054.249,63.608,6417179009749033666
1,13a.sql,573.406,78.761,-1829334865866162189
1,13b.sql,868.408,81.563,4778871310081631647
1,13c.sql,1391.708,76.919,4778871310081631647
1,13d.sql,7367.619,74.176,2434959201386717317
1,14a.sql,687.999,79.127,274192810335693858
1,14b.sql,245.934,64.349,-4506995590541967356
1,14c.sql,626.049,69.522,299267792258938541
1,15a.sql,782.899,137.972,-460740518707800565
1,15b.sql,67.539,134.807,-4209927756710409746
1,15c.sql,1668.489,141.404,4486446217020337985
1,15d.sql,1795.484,119.957,-321921298358758659
1,16a.sql,849.781,56.493,816913887554954199
1,16b.sql,64831.695,57.540,3350265702090035455
1,16c.sql,6690.053,65.021,607840843579539521
1,16d.sql,3971.899,73.196,816913887554954199
1,17a.sql,36929.006,38.537,-917204397272063480
1,17b.sql,17464.974,37.770,-5459870143170781696
1,17c.sql,71991.717,33.222,-5459870143170781696
1,17d.sql,14799.908,36.401,3199076743843001296
1,17e.sql,29968.925,37.108,-1944885556475480423
1,17f.sql,77026.094,38.843,3199076743843001296
1,18a.sql,5150.072,40.623,-3485514449383768787
1,18b.sql,319.614,57.628,-2924466581088026648
1,18c.sql,5269.535,36.618,1168076528610430802
1,19a.sql,5869.031,242.310,-2080431693778951356
1,19b.sql,934.899,224.840,-2216088972165640435
1,19c.sql,835.907,246.414,5068614643165729469
1,19d.sql,21882.460,178.687,7915967579038312663
1,1a.sql,184.041,13.851,-1116224040252844741
1,1b.sql,113.924,12.522,-4074774145614403639
1,1c.sql,122.570,12.161,946838174961328458
1,1d.sql,112.310,12.806,-6885312641126422993
1,20a.sql,5171.153,155.217,-2202723705874175045
1,20b.sql,1026.319,147.810,-310926232940389306
1,20c.sql,979.616,129.394,-6387362809141986757
1,21a.sql,142.033,127.336,1038524182031953798
1,21b.sql,102.299,132.023,4184495773567888797
1,21c.sql,121.108,123.955,-7971004576533452411
1,22a.sql,860.766,264.460,-7110568913434103698
1,22b.sql,1077.051,273.827,-7110568913434103698
1,22c.sql,2211.838,306.790,-5949668645089970217
1,22d.sql,4200.009,301.652,1524343667767028728
1,23a.sql,189.582,266.803,4445581228366823766
1,23b.sql,93.040,289.119,-7994933085961275538
1,23c.sql,317.484,290.546,1076878163750528468
1,24a.sql,638.679,2928.438,6624959997497422723
1,24b.sql,224.390,3002.577,1322643491423167220
1,25a.sql,5794.562,105.413,-5845388691995996195
1,25b.sql,419.895,126.465,-4983731566966487840
1,25c.sql,5015.326,126.642,9105500078934324812
1,26a.sql,920.672,2608.437,1025902338300761143
1,26b.sql,382.788,2283.524,-3475685009172437784
1,26c.sql,1178.910,2263.149,6841805925482126349
1,27a.sql,96.354,2640.858,-5323664899700589841
1,27b.sql,49.621,2638.009,2103229838344518222
1,27c.sql,134.703,2789.945,-1723239386245354632
1,28a.sql,1225.098,3648.158,-1573023350148659030
1,28b.sql,1200.587,3537.832,-3210595597316270705
1,28c.sql,2569.707,3669.938,5372730239182956237
1,29a.sql,80.865,5426.418,1693774000992751456
1,29b.sql,105.684,5262.620,-6571914703387389993
1,29c.sql,1698.866,5014.494,3549109824785540005
1,2a.sql,2221.061,12.709,7420183357700622221
1,2b.sql,292.124,13.439,7420183357700622221
1,2c.sql,137.744,11.285,7420183357700622221
1,2d.sql,4369.785,13.498,7420183357700622221
1,30a.sql,5248.002,2985.426,-6682106289455670140
1,30b.sql,467.897,3396.912,7721649514993682563
1,30c.sql,1995.646,2822.455,-1889760809355916724
1,31a.sql,5310.396,320.159,7519382914444524780
1,31b.sql,408.378,369.016,146477119612211947
1,31c.sql,5531.480,316.106,2399599952233934428
1,32a.sql,19.293,20.780,6225652705960457954
1,32b.sql,518.899,21.131,6225652705960457954
1,33a.sql,116.023,2996.238,-3515944407635664271
1,33b.sql,80.242,2920.860,-6846011022746249658
1,33c.sql,66.343,2972.399,-2787191317670660246
1,3a.sql,407.230,15.350,5539820102114296223
1,3b.sql,179.842,14.318,2073429154321355728
1,3c.sql,678.648,15.199,8031722090065659855
1,4a.sql,230.938,14.542,-1950505845315524548
1,4b.sql,174.830,14.419,-1950505845315524548
1,4c.sql,244.990,12.993,-1950505845315524548
1,5a.sql,259.890,16.410,9106003620751043838
1,5b.sql,202.602,16.075,-3414057395363075461
1,5c.sql,240.387,14.296,5596001239447068866
1,6a.sql,211.375,11.085,3759324545287071861
1,6b.sql,287.070,14.922,-196995888411579451
1,6c.sql,45.659,15.219,3759324545287071861
1,6d.sql,5294.587,14.911,-196995888411579451
1,6e.sql,40.709,15.150,3759324545287071861
1,6f.sql,4477.601,15.410,-4608735958739764665
1,7a.sql,678.708,72.733,7100159318594498086
1,7b.sql,229.401,66.957,-298514962653462987
1,7c.sql,4608.477,82.209,-7678011977838348522
1,8a.sql,1418.324,48.390,99813637196177449
1,8b.sql,143.828,45.722,4954783290691726040
1,8c.sql,8120.067,26.868,-2444720784039749802
1,8d.sql,3103.218,32.943,-2444720784039749802
1,9a.sql,5107.966,96.651,-6747521538659772949
1,9b.sql,1678.124,65.832,316739818532851506
1,9c.sql,779.345,66.190,-180252288200201541
1,9d.sql,15656.449,68.999,7221379846823333251
