queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
988535410010893112,"{0.16726894,0.184421523,0.129592887,0.152837189,0.115342765,0.142090896,0.16998451,0.185409711,0.130243503}",{0.119717793},"{0.032077376,0.035388712,0.032644841,0.037079859,0.028955134,0.0273801,0.036375944,0.037169501,0.029202486}",{0.016388447},"{1.4453233581113445,0,0,0,0,0,0,0,0}",{1.1785758379318363},9,1
-6651533820180303979,"{0.665346229,0.347387767,0.360956414,0.383793943,0.347724139,0.317451125,0.337696163,0.360451054,0.381421001}",{1.026792954},"{0.042221966,0.03369257,0.032952336,0.036275476,0.036454749,0.033099204,0.031325263,0.033178243,0.037211952}",{0.025433423},"{0.7304095756023333,0.21303144258935638,0,0,0,0,0,0,0}",{0.715649922583741},9,1
-3414057395363075461,"{0.196868395,0.242043508,0.186762827,0.193227774,0.179046921,0.225378409,0.17464815,0.19717601,0.187810439}",{0.219068792},"{0.020634675,0.016844776,0.016151009,0.018417206,0.014686944,0.125112628,0.016011057,0.016886057,0.021758073}",{0.009561194},"{1.1703567862903526,0.07701635339554948,0,0,0,0,0,0,0}",{0.900274450992579},9,1
3350265702090035455,"{88.032241128,100.170462175,136.25608237,164.062867222,183.985960368,11.112761317,12.269672316,11.890026263,11.492628415}",{74.506441165},"{0.057554784,0.04673714,0.057693275,0.061492613,0.055649486,0.054922999,0.059075198,0.056418832,0.057489719}",{0.03344566},"{3.3330801554303497,1.713639476890211,1.9489685238973253,1.6385990460908346,1.3409668215595665,3.999210237045266e-08,0,0,0}",{3.325325608646508},9,1
-917204397272063480,"{48.284345493000004,42.64023821,32.06465955,109.745416032,6.234867981,6.493032166,7.354278685,7.083432514,7.097587477}",{40.509997287},"{0.037657289,0.034327745,0.039675613,0.04049554,0.033031765,0.0318213,0.033337402,0.042157202,0.032225555}",{0.021157629},"{3.251708916333799,1.4731598517611395,1.863676234469974,1.0187305422013666,0.08275785200959213,0.07946027465286959,0.07617004131003072,0.07445760542327357,0.05875045365571693}",{3.2598608200404477},9,1
1693774000992751456,"{0.104856068,0.261233414,0.136824719,0.164835369,0.411025876,0.132478906,0.080259688,0.520908857,0.110175133}",{0.061299936},"{5.627072519,5.971103791,5.5758448640000005,6.110464464,6.4197145970000005,6.134962736,6.057453845,6.146668634,5.601097525}",{0.338492675},"{1.3471197849599656,1.550229984607559,0.9720015307863531,0.6932158714231484,1.424691148617694,1.1113497747878947,0.6890629203312596,1.5695528453058207,0.8835323663778641}",{1.3471197849599656},9,1
3759324545287071861,"{0.03547467,0.320085962,0.036926384,0.050627659,0.156182025,0.032836305,0.042808387,0.155486829,0.038547501,0.048088708,0.05133436,0,0.037044049,0.040518211,0.089442702,0.036659285,0.040789436,0.128195746,0.036961986}","{0.265544373,0.022306454,0.047141498}","{0.01337385,0.014419293,0.014140423,0.024758559,0.012748603,0.010608705,0.01566547,0.011887318,0.016536964,0.017135679,0.011816205,0,0.012880593,0.015220782,0.012243037,0.012923314,0.015502428,0.011468755,0.011408104}","{0.009395258,0.009830804,0.010085765}","{0.010593983295995651,0.00968031640022274,0.008757373539857515,0.00782496443374938,0.006882892885063315,0.005930956533491011,0.005930956533491011,0.00496894659435129,0.00496894659435129,0.003996647583737876,0.003996647583737876,0,0.003013837028809166,0.003013837028809166,0.003013837028809166,0.002020285162246373,0.002020285162246373,0.002020285162246373,0.002020285162246373}","{0.964618310368159,1.094359073466912,0.868425498794216}",27,3
816913887554954199,"{0.744371106,4.200247248,0.748123885,6.999692355,0.765392791,7.356808978,0.734544096,103.908586213,0.563675854,21.686005555,0.595264123,3.829689353,0.516915377,3.700232798,0.529372408,4.094571989,0.514021943,3.866973373}","{0.71607205,4.029357907}","{0.057221926,0.07868878,0.055674929,0.066277027,0.070690099,0.063915992,0.070418284,0.07057013,0.050482321,0.05223238,0.064507483,0.058059785,0.050995508,0.056389598,0.050741908,0.060137756,0.050775009,0.05826555}","{0.038735304,0.035540706}","{1.7224798065658091,1.9313213300858472,0.406892181874426,1.359267890779618,0.016342184067853052,0.9878981792750778,0.01992765746438478,1.8379949326494172,0.02329569200974228,1.4385841652210738,0.02329569200974228,0.06872284184300774,0.02329569200974228,0.06872284184300774,0.026471159445294965,0.06872284184300774,0.026471159445294965,0.06872284184300774}","{1.7130676870125847,2.9612452238198923}",18,2
7102013096890644952,"{0.03144119,0.028013234,0.02756698,0.031414193,0.029296251,0.025306196,0.025581894,0.025034533,0.027266138}",{0.031040127},"{0.065750589,0.056936134,0.058315363,0.064039693,0.068918017,0.062680732,0.056849526,0.064418179,0.05322734}",{0.033769691},"{0.7940526833092408,0.5611957024999293,0.19440791496571228,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486}",{0.7940526833092408},9,1
-298514962653462987,"{0.236968858,0.271060197,0.238351127,0.234120022,0.212779166,0.259545191,0.241052163,0.226460238,0.242253881}",{0.22662169},"{0.072905556,0.071836756,0.064619347,0.068249304,0.07774202,0.069290269,0.066891231,0.054977199,0.072548759}",{0.044079867},"{0.6999785225316977,0.22599746080542532,0.03261625930198451,0.009116077839697733,0.009116077839697733,0.009116077839697733,0.009116077839697733,0.009116077839697733,0.009116077839697733}",{0.699852666058161},9,1
-1723239386245354632,"{0.208155388,0.076839423,0.097266585,0.226571573,0.236636987,0.16554196,0.233207514,0.183147416,0.275999397}",{0.186508799},"{2.719071264,3.310798968,2.698711186,3.002454841,3.054041075,2.889585749,3.297047374,2.8976489389999998,2.632468353}",{0.292664845},"{1.5924528880955289,0.841851012180861,0.9108787160069979,0.7568404713534352,1.175464149360236,1.4242744280174997,1.1168078106468626,0.9807599693412177,0.8342882534166511}",{1.597035236088496},9,1
7221379846823333251,"{17.782151885,13.128427449,7.170194133,17.741731111,12.21456715,8.641089717,4.839675998,10.003518159,5.46079248}",{18.16655025},"{0.064313684,0.068548961,0.057933984,0.075610361,0.060272977,0.071443819,0.069556479,0.067316469,0.058264521}",{0.030893553},"{1.3443894720525318,0.7866294586232878,0.6142111545954413,0.44815509148858307,0.5762701446418464,0.21213248649026267,0.20424783766846616,0.32480330127933704,0.20076550971426105}",{1.3412559054636715},9,1
299267792258938541,"{0.739604922,1.022478107,0.809038869,0.550190543,0.5196299,0.560130909,0.504307153,0.5349515,0.617064865}",{0.65238979},"{0.065474433,0.07090035,0.066459115,0.058613219,0.06398521,0.056295001,0.064580224,0.059675856,0.072693437}",{0.031125917},"{2.563967737407747,1.6693540826288236,0.8401676928822654,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362,0.007418410701362362}",{2.567118606723964},9,1
-2202723705874175045,"{6.086402516,3.191506527,2.6418839849999998,2.77438313,1.92792578,4.491042589,2.054916475,3.115458612,5.475610798}",{5.643505906},"{0.146560228,0.1354844,0.138667614,0.162675092,0.15314509,0.127259147,0.175412234,0.128814226,0.132968842}",{0.06276115},"{2.560040756279316,1.4632417141752996,0.6557654621107865,0.584768752575487,0.9529411245982806,0.5356378741759614,0.8219361664726175,0.728265288336527,0.6657937680978031}",{2.552425874802814},9,1
316739818532851506,"{1.9875010579999999,2.262242346,3.154835507,2.250711762,1.926607672,2.163488342,1.924223222,1.90739506,1.767968386}",{2.064324351},"{0.07961664,0.073497639,0.070392779,0.065225527,0.06254846,0.07062077,0.085801276,0.067503069,0.073390571}",{0.036795058},"{0.7845520549445464,0.509656198526208,0.23158627643111052,0,0,0,0,0,0}",{0.7619057340856283},9,1
5596001239447068866,"{0.261636176,0.324488497,0.272682384,0.268663802,0.226630362,0.268743201,0.232995448,0.231197278,0.229195939}",{0.289029308},"{0.014632164,0.020344192,0.015558881,0.014379258,0.014742137,0.018378403,0.013581474,0.01491239,0.017072218}",{0.0091004},"{1.3842757883771022,0,0,0,0,0,0,0,0}",{1.3705838674361626},9,1
-4608735958739764665,"{5.322975605,14.340016724,5.162640305,4.719413785,4.430166753,4.565519404,4.451024017,4.790319443,4.441860024}",{5.34824359},"{0.020342786,0.012682688,0.012601928,0.012683436,0.012610905,0.018256555,0.015783425,0.015908385,0.014124421}",{0.010819446},"{1.9746511894346606,0.8827413793480793,0.04879304303063168,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931,0.012656710941059931}",{1.9753238011395042},9,1
3199076743843001296,"{16.288269829,87.229666325,136.33873542,90.922589952,1.433577598,15.280167122,4.484012517,15.799246634,4.285287625,8.214926234,4.396197654,7.556185752,4.4318697369999995,8.649538603,4.190044568,8.233433159,4.373069454,7.849067057}","{16.016930022,25.270976119}","{0.036886203,0.031609815,0.036671291,0.035123498,0.031911989,0.04804527,0.037022571,0.040167344,0.036662399,0.032517568,0.035232959,0.044265396,0.046841833,0.031120918,0.037339087,0.034998367,0.039923918,0.029962198}","{0.023077255,0.020647652}","{4.237709562175533,1.7069772154681384,1.0353384479461958,0.8234524057431696,0.8848496427394955,1.1710072172154196,0.12658926890658892,0.3130994755304663,0.01779708384020716,0.025328895000299945,0.015603876352002763,0.025327341007468862,0.013330898591323095,0.023054363246789195,0.013330898591323095,0.023054363246789195,0.013330898591323095,0.020695592747861258}","{4.236518712193145,3.281351869304645}",18,2
