id,errdelta
-9026514954839072455,1.6157998390421884
-8754961486292191806,2.0050979723267317
-7994933085961275538,1.2192417439534096
-7971004576533452411,2.221711616236157
-7678011977838348522,1.34149530760962
-7110568913434103698,1.663465955691883
-6885312641126422993,2.4337199621729257
-6846011022746249658,0.4483880247906991
-6747521538659772949,1.074542413694397
-6682106289455670140,2.7396870901489505
-6651533820180303979,0.715649922583741
-6571914703387389993,0.11275383725155774
-6387362809141986757,0.9405410721871861
-5951735317690032369,2.260927682426629
-5949668645089970217,2.6204017749190975
-5845388691995996195,3.004112180914244
-5459870143170781696,3.601045059633516
-5323664899700589841,0.20936853604320604
-4983731566966487840,0.5731228417303355
-4608735958739764665,1.9626670901984442
-4506995590541967356,0.9784206794033908
-4209927756710409746,1.1736716746113898
-4074774145614403639,2.36098109044401
-3515944407635664271,1.120666308672003
-3485514449383768787,2.009293585453528
-3475685009172437784,1.4069910938550958
-3414057395363075461,0.900274450992579
-3210595597316270705,2.164318770218594
-2924466581088026648,1.1586869828144868
-2787191317670660246,0.8844508815318791
-2444720784039749802,0.5396959605154641
-2216088972165640435,0.9759847744817679
-2202723705874175045,1.824160586466287
-2080431693778951356,1.9266452264615186
-1950505845315524548,1.056924817307544
-1944885556475480423,3.242920239883141
-1889760809355916724,1.4191730292587161
-1829334865866162189,1.662710099009059
-1723239386245354632,0.6162752667472784
-1573023350148659030,2.0779280227909
-1116224040252844741,0.5687079637919233
-917204397272063480,3.1854032146171742
-460740518707800565,0.9133678331305489
-321921298358758659,0.9046916662986126
-310926232940389306,1.1843781239340951
-298514962653462987,0.6907365882184633
-196995888411579451,2.1828953874344856
-180252288200201541,0.860151940190967
99813637196177449,2.16684605338717
146477119612211947,1.1340428621076544
274192810335693858,2.260622586881732
299267792258938541,2.559700196022602
316739818532851506,0.7619057340856283
607840843579539521,2.8942835323299705
816913887554954199,2.8925223819768844
946838174961328458,0.6352468121575202
988535410010893112,1.1785758379318363
1025902338300761143,1.8827695157774955
1038524182031953798,2.100840918792369
1076878163750528468,0.5955594696404276
1168076528610430802,2.4114744925891642
1322643491423167220,2.186765710099884
1524343667767028728,2.615724374858523
1693774000992751456,-0.22243306034585508
2073429154321355728,0.5845062921565432
2103229838344518222,1.6896783076262893
2333270921735776355,2.7141530761075785
2399599952233934428,2.372127000366011
2434959201386717317,2.6511521488844165
2494719406442254794,2.0153053848644498
3199076743843001296,3.258297506057856
3350265702090035455,3.325325608646508
3549109824785540005,0.2678147778444093
3759324545287071861,0.8664052136319697
4184495773567888797,1.6021781037483696
4445581228366823766,1.3752646528004069
4486446217020337985,1.2395200049583304
4778871310081631647,0.5187872104842963
4954783290691726040,0.99217976006433
5068614643165729469,1.144366587350494
5372730239182956237,1.861319378076835
5539820102114296223,0.5689807615067102
5596001239447068866,1.3705838674361626
5632455736553151255,0.9314405802300809
6225652705960457954,0.5179168618383203
6417179009749033666,2.329838874321333
6624959997497422723,1.6982734233550063
6841805925482126349,1.982155097935239
7100159318594498086,0.7476282294517251
7102013096890644952,0.7828955057435304
7221379846823333251,1.0164526041843345
7420183357700622221,2.2075552797223086
7519382914444524780,3.5276245292059425
7721649514993682563,0.3962860562543564
7915967579038312663,1.7283492936139722
8031722090065659855,0.39124344767749003
9105500078934324812,3.1339938903949265
9106003620751043838,2.0676267211221084
