Query Number,Query Name,Execution Time,Plan time,Query hash
7,10a.sql,336.768,31.358,-6651533820180303979
7,10b.sql,168.877,36.436,988535410010893112
7,10c.sql,12076.956,30.679,2494719406442254794
7,11a.sql,83.311,65.245,-8754961486292191806
7,11b.sql,24.800,56.872,7102013096890644952
7,11c.sql,285.982,73.806,2333270921735776355
7,11d.sql,246.534,52.279,-5951735317690032369
7,12a.sql,204.518,75.104,-9026514954839072455
7,12b.sql,128.325,68.734,5632455736553151255
7,12c.sql,817.461,61.535,6417179009749033666
7,13a.sql,598.165,89.539,-1829334865866162189
7,13b.sql,811.979,84.791,4778871310081631647
7,13c.sql,767.935,87.466,4778871310081631647
7,13d.sql,2458.090,82.301,2434959201386717317
7,14a.sql,394.954,60.698,274192810335693858
7,14b.sql,254.026,66.565,-4506995590541967356
7,14c.sql,503.163,64.608,299267792258938541
7,15a.sql,615.317,121.197,-460740518707800565
7,15b.sql,43.246,116.852,-4209927756710409746
7,15c.sql,1476.062,136.325,4486446217020337985
7,15d.sql,1628.674,109.888,-321921298358758659
7,16a.sql,516.207,51.021,816913887554954199
7,16b.sql,12268.644,59.109,3350265702090035455
7,16c.sql,3372.639,53.363,607840843579539521
7,16d.sql,3699.715,56.426,816913887554954199
7,17a.sql,7353.425,33.382,-917204397272063480
7,17b.sql,4651.009,34.978,-5459870143170781696
7,17c.sql,4097.624,35.045,-5459870143170781696
7,17d.sql,4430.222,46.889,3199076743843001296
7,17e.sql,10458.570,30.218,-1944885556475480423
7,17f.sql,8647.334,31.141,3199076743843001296
7,18a.sql,604.191,44.893,-3485514449383768787
7,18b.sql,241.518,45.149,-2924466581088026648
7,18c.sql,4753.550,35.776,1168076528610430802
7,19a.sql,369.447,211.726,-2080431693778951356
7,19b.sql,1137.770,215.442,-2216088972165640435
7,19c.sql,669.580,237.719,5068614643165729469
7,19d.sql,13381.993,210.822,7915967579038312663
7,1a.sql,132.135,17.607,-1116224040252844741
7,1b.sql,125.575,13.370,-4074774145614403639
7,1c.sql,132.027,11.842,946838174961328458
7,1d.sql,155.149,16.524,-6885312641126422993
7,20a.sql,2053.746,175.444,-2202723705874175045
7,20b.sql,3226.235,119.003,-310926232940389306
7,20c.sql,834.311,138.301,-6387362809141986757
7,21a.sql,98.967,145.901,1038524182031953798
7,21b.sql,50.266,132.517,4184495773567888797
7,21c.sql,85.212,119.655,-7971004576533452411
7,22a.sql,881.746,324.838,-7110568913434103698
7,22b.sql,324.897,293.258,-7110568913434103698
7,22c.sql,852.221,289.619,-5949668645089970217
7,22d.sql,911.921,308.764,1524343667767028728
7,23a.sql,133.109,241.596,4445581228366823766
7,23b.sql,51.211,243.871,-7994933085961275538
7,23c.sql,178.088,246.069,1076878163750528468
7,24a.sql,251.329,2715.062,6624959997497422723
7,24b.sql,119.141,3620.965,1322643491423167220
7,25a.sql,1860.170,117.074,-5845388691995996195
7,25b.sql,407.113,118.755,-4983731566966487840
7,25c.sql,9483.699,100.531,9105500078934324812
7,26a.sql,672.373,2297.866,1025902338300761143
7,26b.sql,301.270,2936.042,-3475685009172437784
7,26c.sql,835.827,2566.025,6841805925482126349
7,27a.sql,214.888,2734.243,-5323664899700589841
7,27b.sql,56.823,2741.590,2103229838344518222
7,27c.sql,231.193,3297.078,-1723239386245354632
7,28a.sql,765.287,3893.463,-1573023350148659030
7,28b.sql,148.990,4335.646,-3210595597316270705
7,28c.sql,1320.338,3744.892,5372730239182956237
7,29a.sql,79.197,6057.493,1693774000992751456
7,29b.sql,42.589,5430.552,-6571914703387389993
7,29c.sql,366.679,5823.078,3549109824785540005
7,2a.sql,1118.927,14.189,7420183357700622221
7,2b.sql,220.826,12.766,7420183357700622221
7,2c.sql,133.634,12.968,7420183357700622221
7,2d.sql,1266.994,12.630,7420183357700622221
7,30a.sql,452.738,3245.394,-6682106289455670140
7,30b.sql,118.191,3609.284,7721649514993682563
7,30c.sql,2567.763,3082.925,-1889760809355916724
7,31a.sql,503.268,461.816,7519382914444524780
7,31b.sql,95.114,387.112,146477119612211947
7,31c.sql,885.793,417.530,2399599952233934428
7,32a.sql,19.360,23.655,6225652705960457954
7,32b.sql,451.351,26.803,6225652705960457954
7,33a.sql,57.090,3506.062,-3515944407635664271
7,33b.sql,58.019,3393.619,-6846011022746249658
7,33c.sql,47.067,3397.352,-2787191317670660246
7,3a.sql,319.220,16.188,5539820102114296223
7,3b.sql,175.012,12.345,2073429154321355728
7,3c.sql,525.013,13.486,8031722090065659855
7,4a.sql,191.238,12.550,-1950505845315524548
7,4b.sql,170.193,13.165,-1950505845315524548
7,4c.sql,299.225,15.171,-1950505845315524548
7,5a.sql,181.409,16.350,9106003620751043838
7,5b.sql,174.097,16.042,-3414057395363075461
7,5c.sql,232.103,13.616,5596001239447068866
7,6a.sql,50.939,11.846,3759324545287071861
7,6b.sql,243.827,14.451,-196995888411579451
7,6c.sql,36.505,12.915,3759324545287071861
7,6d.sql,4795.249,14.827,-196995888411579451
7,6e.sql,40.047,15.253,3759324545287071861
7,6f.sql,4449.643,15.813,-4608735958739764665
7,7a.sql,721.303,77.763,7100159318594498086
7,7b.sql,239.132,66.923,-298514962653462987
7,7c.sql,2115.355,78.291,-7678011977838348522
7,8a.sql,1525.842,57.471,99813637196177449
7,8b.sql,164.495,60.552,4954783290691726040
7,8c.sql,7650.559,29.483,-2444720784039749802
7,8d.sql,3246.505,34.032,-2444720784039749802
7,9a.sql,317.039,65.361,-6747521538659772949
7,9b.sql,1923.302,85.940,316739818532851506
7,9c.sql,570.639,73.461,-180252288200201541
7,9d.sql,4838.137,69.592,7221379846823333251
