Query Number,Query Name,Execution Time,Plan time,Query hash
1,10a.sql,1164.942,23.252,-6651533820180303979
1,10b.sql,106.859,13.659,988535410010893112
1,10c.sql,12720.814,13.349,2494719406442254794
1,11a.sql,745.282,36.631,-8754961486292191806
1,11b.sql,32.852,26.660,7102013096890644952
1,11c.sql,406.224,34.632,2333270921735776355
1,11d.sql,259.320,35.070,-5951735317690032369
1,12a.sql,263.556,30.441,-9026514954839072455
1,12b.sql,126.874,28.840,5632455736553151255
1,12c.sql,905.602,29.543,6417179009749033666
1,13a.sql,727.221,40.034,-1829334865866162189
1,13b.sql,989.672,42.025,4778871310081631647
1,13c.sql,825.087,44.146,4778871310081631647
1,13d.sql,7102.389,39.108,2434959201386717317
1,14a.sql,405.086,24.819,274192810335693858
1,14b.sql,229.177,27.360,-4506995590541967356
1,14c.sql,630.027,23.429,299267792258938541
1,15a.sql,683.200,74.452,-460740518707800565
1,15b.sql,42.716,68.760,-4209927756710409746
1,15c.sql,1403.596,66.160,4486446217020337985
1,15d.sql,1573.159,72.294,-321921298358758659
1,16a.sql,538.262,36.661,816913887554954199
1,16b.sql,53388.417,28.471,3350265702090035455
1,16c.sql,4626.178,33.042,607840843579539521
1,16d.sql,3405.541,33.733,816913887554954199
1,17a.sql,31437.099,16.336,-917204397272063480
1,17b.sql,14348.634,20.261,-5459870143170781696
1,17c.sql,13485.312,19.123,-5459870143170781696
1,17d.sql,14334.833,19.598,3199076743843001296
1,17e.sql,29652.381,21.727,-1944885556475480423
1,17f.sql,21979.214,24.290,3199076743843001296
1,18a.sql,3854.159,19.686,-3485514449383768787
1,18b.sql,205.665,21.125,-2924466581088026648
1,18c.sql,4340.204,18.683,1168076528610430802
1,19a.sql,4959.821,85.695,-2080431693778951356
1,19b.sql,755.693,80.288,-2216088972165640435
1,19c.sql,559.253,81.903,5068614643165729469
1,19d.sql,21193.775,81.726,7915967579038312663
1,1a.sql,133.979,8.697,-1116224040252844741
1,1b.sql,111.882,6.977,-4074774145614403639
