Query Number,Query Name,Execution Time,Plan time,Query hash
1,10a.sql,644.338,21.385,-6651533820180303979
1,10b.sql,91.390,12.484,988535410010893112
1,10c.sql,12046.649,16.326,2494719406442254794
1,11a.sql,343.421,31.394,-8754961486292191806
1,11b.sql,31.649,26.693,7102013096890644952
1,11c.sql,378.275,32.412,2333270921735776355
1,11d.sql,208.690,30.477,-5951735317690032369
1,12a.sql,261.688,27.622,-9026514954839072455
1,12b.sql,101.715,25.889,5632455736553151255
1,12c.sql,1188.671,26.841,6417179009749033666
1,13a.sql,753.629,38.160,-1829334865866162189
1,13b.sql,942.430,38.040,4778871310081631647
1,13c.sql,830.325,38.451,4778871310081631647
1,13d.sql,7514.234,44.949,2434959201386717317
1,14a.sql,404.250,27.089,274192810335693858
1,14b.sql,231.389,23.218,-4506995590541967356
1,14c.sql,627.816,29.430,299267792258938541
1,15a.sql,699.131,73.316,-460740518707800565
1,15b.sql,53.338,64.347,-4209927756710409746
1,15c.sql,1526.806,68.024,4486446217020337985
1,15d.sql,1526.565,68.909,-321921298358758659
1,16a.sql,605.772,39.713,816913887554954199
1,16b.sql,61921.938,31.195,3350265702090035455
1,16c.sql,4928.507,41.878,607840843579539521
1,16d.sql,3410.978,34.469,816913887554954199
1,17a.sql,32650.188,25.001,-917204397272063480
1,17b.sql,15759.098,21.154,-5459870143170781696
1,17c.sql,13876.526,20.208,-5459870143170781696
1,17d.sql,13915.211,36.302,3199076743843001296
1,17e.sql,30694.629,22.057,-1944885556475480423
1,17f.sql,22704.775,21.531,3199076743843001296
1,18a.sql,4033.169,25.354,-3485514449383768787
1,18b.sql,221.058,16.007,-2924466581088026648
1,18c.sql,4436.278,14.645,1168076528610430802
1,19a.sql,5111.542,88.542,-2080431693778951356
1,19b.sql,739.284,66.341,-2216088972165640435
1,19c.sql,582.703,80.659,5068614643165729469
1,19d.sql,21130.683,93.926,7915967579038312663
1,1a.sql,144.811,9.895,-1116224040252844741
1,1b.sql,101.582,7.582,-4074774145614403639
1,1c.sql,129.815,8.218,946838174961328458
1,1d.sql,102.466,7.323,-6885312641126422993
1,20a.sql,3660.032,73.781,-2202723705874175045
1,20b.sql,1033.443,54.248,-310926232940389306
1,20c.sql,805.223,55.430,-6387362809141986757
1,21a.sql,121.942,63.615,1038524182031953798
1,21b.sql,104.948,67.281,4184495773567888797
1,21c.sql,122.576,66.568,-7971004576533452411
1,22a.sql,715.961,125.686,-7110568913434103698
1,22b.sql,388.865,123.817,-7110568913434103698
1,22c.sql,2149.447,115.275,-5949668645089970217
1,22d.sql,3943.501,127.368,1524343667767028728
1,23a.sql,118.825,113.141,4445581228366823766
1,23b.sql,60.345,112.379,-7994933085961275538
1,23c.sql,225.569,122.908,1076878163750528468
1,24a.sql,706.088,239.180,6624959997497422723
1,24b.sql,211.328,231.326,1322643491423167220
1,25a.sql,4217.072,50.918,-5845388691995996195
1,25b.sql,389.769,73.082,-4983731566966487840
1,25c.sql,4500.622,49.939,9105500078934324812
1,26a.sql,514.118,232.530,1025902338300761143
1,26b.sql,163.575,229.137,-3475685009172437784
1,26c.sql,4387.914,229.350,6841805925482126349
1,27a.sql,87.291,257.967,-5323664899700589841
1,27b.sql,37.952,235.379,2103229838344518222
1,27c.sql,125.257,259.927,-1723239386245354632
1,28a.sql,456.217,302.274,-1573023350148659030
1,28b.sql,1745.511,288.119,-3210595597316270705
1,28c.sql,772.434,288.438,5372730239182956237
1,29a.sql,99.465,326.664,1693774000992751456
1,29b.sql,9562.684,314.158,-6571914703387389993
1,29c.sql,404.325,356.763,3549109824785540005
1,2a.sql,1802.360,8.340,7420183357700622221
1,2b.sql,1525.602,7.655,7420183357700622221
1,2c.sql,1441.027,18.098,7420183357700622221
1,2d.sql,1934.805,7.616,7420183357700622221
1,30a.sql,653.069,240.306,-6682106289455670140
1,30b.sql,613.231,272.961,7721649514993682563
1,30c.sql,1814.595,243.552,-1889760809355916724
1,31a.sql,4975.290,153.083,7519382914444524780
1,31b.sql,368.984,164.606,146477119612211947
1,31c.sql,6070.327,165.886,2399599952233934428
1,32a.sql,19.877,16.113,6225652705960457954
1,32b.sql,454.205,15.801,6225652705960457954
1,33a.sql,71.117,319.591,-3515944407635664271
1,33b.sql,47.256,275.808,-6846011022746249658
1,33c.sql,303.912,309.635,-2787191317670660246
1,3a.sql,274.161,8.437,5539820102114296223
1,3b.sql,155.963,9.258,2073429154321355728
1,3c.sql,488.397,9.313,8031722090065659855
1,4a.sql,217.300,6.986,-1950505845315524548
1,4b.sql,143.707,7.302,-1950505845315524548
1,4c.sql,203.654,7.741,-1950505845315524548
1,5a.sql,205.411,21.265,9106003620751043838
1,5b.sql,178.767,9.029,-3414057395363075461
1,5c.sql,222.928,9.013,5596001239447068866
1,6a.sql,57.393,8.283,3759324545287071861
1,6b.sql,236.021,8.842,-196995888411579451
1,6c.sql,15.898,8.037,3759324545287071861
1,6d.sql,4338.282,8.462,-196995888411579451
1,6e.sql,41.580,8.197,3759324545287071861
1,6f.sql,4184.421,8.331,-4608735958739764665
1,7a.sql,708.695,31.699,7100159318594498086
1,7b.sql,243.086,35.041,-298514962653462987
1,7c.sql,4387.828,40.297,-7678011977838348522
1,8a.sql,1194.755,20.757,99813637196177449
1,8b.sql,149.466,19.413,4954783290691726040
1,8c.sql,7741.113,17.516,-2444720784039749802
1,8d.sql,3030.756,17.412,-2444720784039749802
1,9a.sql,4627.037,33.123,-6747521538659772949
1,9b.sql,1680.730,29.709,316739818532851506
1,9c.sql,605.685,27.055,-180252288200201541
1,9d.sql,13429.870,28.266,7221379846823333251
