queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
988535410010893112,{},{0.092219457},{},{0.012401197},{},{1.172989933948849},0,1
-6651533820180303979,{},{0.645729918},{},{0.021289912},{},{0.712949410247023},0,1
-3414057395363075461,{},{0.179500959},{},{0.008942713},{},{0.9142991861305755},0,1
3350265702090035455,{},{61.923453419},{},{0.031073643},{},{3.32430610149472},0,1
-917204397272063480,{},{32.6507846},{},{0.024932291},{},{3.259902824746556},0,1
1693774000992751456,{},{0.101045468},{},{0.326566341},{},{1.5424304725217164},0,1
3759324545287071861,{},"{0.05801854,0.016410335,0.042038724}",{},"{0.008199406,0.007962415,0.008128514}",{},"{0.9639571504291518,1.0936979135279048,0.866770786988646}",0,3
816913887554954199,{},"{0.606398211,3.411629469}",{},"{0.039645727,0.034399105}",{},"{1.7134717291975334,2.9610215129351776}",0,2
7102013096890644952,{},{0.032654613},{},{0.026603176},{},{0.511748535947798},0,1
-298514962653462987,{},{0.245223851},{},{0.034917347},{},{0.7088554993185616},0,1
-1723239386245354632,{},{0.126503951},{},{0.259826197},{},{1.5327899644973264},0,1
7221379846823333251,{},{13.43054136},{},{0.028187622},{},{1.3591515265775864},0,1
299267792258938541,{},{0.630092022},{},{0.029336093},{},{2.5675013835307574},0,1
-2202723705874175045,{},{3.662609286},{},{0.073655293},{},{2.5527564547723176},0,1
316739818532851506,{},{1.682216345},{},{0.029617349},{},{0.7699907242129574},0,1
5596001239447068866,{},{0.223570694},{},{0.008923287},{},{1.3669047820049387},0,1
-4608735958739764665,{},{4.185868214},{},{0.008254038},{},{1.9745674590103344},0,1
3199076743843001296,{},"{13.915730472,22.705338743}",{},"{0.036135254,0.021442038}",{},"{3.845746069233334,3.2764425990279538}",0,2
6624959997497422723,{},{0.707785173},{},{0.23906638},{},{2.406219884205751},0,1
-7994933085961275538,{},{0.06150476},{},{0.112263552},{},{1.2250964623525946},0,1
-5459870143170781696,{},"{15.759685481,13.876984362}",{},"{0.02105961,0.020083587}",{},"{3.252688671846719,3.620419254696374}",0,2
7420183357700622221,{},"{1.802838068,1.525984075,1.44138407,1.93522857}",{},"{0.008246298,0.007568132,0.017945857,0.007526464}",{},"{3.9054411810908274,3.8950119965656556,2.1536961241559784,3.0059238528781917}",0,4
2103229838344518222,{},{0.039706396},{},{0.235267215},{},{1.6281108968438895},0,1
-6682106289455670140,{},{0.655136621},{},{0.240215101},{},{2.201271348664983},0,1
1076878163750528468,{},{0.227341626},{},{0.122822362},{},{0.6014326531508983},0,1
4184495773567888797,{},{0.105782751},{},{0.067144569},{},{1.9151108893880926},0,1
146477119612211947,{},{0.370756443},{},{0.164499193},{},{1.4318092830185192},0,1
7915967579038312663,{},{21.119092584},{},{0.093813767},{},{1.806560646696636},0,1
-2444720784039749802,{},"{7.742109063,3.031703069}",{},"{0.017429642,0.017293416}",{},"{0.28172228814752115,0.9868109932738923}",0,2
1038524182031953798,{},{0.122742503},{},{0.063507189},{},{2.243491368929793},0,1
7100159318594498086,{},{0.710038249},{},{0.031588127},{},{0.7597249442579243},0,1
9105500078934324812,{},{4.501702842},{},{0.049815253},{},{3.2617403692854237},0,1
-4983731566966487840,{},{0.392135868},{},{0.072953843},{},{0.642801197752784},0,1
-5951735317690032369,{},{0.209910648},{},{0.030355575},{},{2.4837804320211876},0,1
2494719406442254794,{},{12.046962067},{},{0.016216956},{},{2.0122217304788115},0,1
-5845388691995996195,{},{4.218600701},{},{0.050776502},{},{3.0700955310659936},0,1
-4506995590541967356,{},{0.232345341},{},{0.023092159},{},{0.9858526896212094},0,1
-3475685009172437784,{},{0.166201609},{},{0.229036417},{},{1.805439166482242},0,1
5068614643165729469,{},{0.583981285},{},{0.080545562},{},{1.5390237133768805},0,1
607840843579539521,{},{4.929139821},{},{0.041782774},{},{2.916295119301417},0,1
-1829334865866162189,{},{0.754763002},{},{0.03805723},{},{1.7081816069650375},0,1
-2924466581088026648,{},{0.222305787},{},{0.015917288},{},{1.1605839596444254},0,1
-310926232940389306,{},{1.036223642},{},{0.054157406},{},{2.071322862143244},0,1
-321921298358758659,{},{1.527910267},{},{0.068808594},{},{0.9774225272725455},0,1
-1944885556475480423,{},{30.695701912},{},{0.021074095},{},{3.250895413876322},0,1
-4209927756710409746,{},{0.054635875},{},{0.064248007},{},{1.1778150735156578},0,1
274192810335693858,{},{0.405362991},{},{0.026948332},{},{2.268423774389888},0,1
-2216088972165640435,{},{0.740844424},{},{0.066249537},{},{1.0839227138091432},0,1
6417179009749033666,{},{1.189677988},{},{0.026752354},{},{2.3277529113345015},0,1
-5949668645089970217,{},{2.1523886},{},{0.115165974},{},{3.275497454934641},0,1
4486446217020337985,{},{1.528659229},{},{0.06791787},{},{1.256318028287614},0,1
-7110568913434103698,{},"{0.717612059,0.391464255}",{},"{0.125596739,0.123701089}",{},"{2.7356802331007746,1.719925917458242}",0,2
6841805925482126349,{},{4.391486147},{},{0.229240909},{},{2.7959506321135543},0,1
-9026514954839072455,{},{0.262659342},{},{0.027526566},{},{1.6174860406688008},0,1
-3515944407635664271,{},{0.072974567},{},{0.319505973},{},{1.3568068173982142},0,1
-4074774145614403639,{},{0.102336101},{},{0.007497898},{},{2.3585355808836677},0,1
5539820102114296223,{},{0.27461366},{},{0.008320263},{},{0.5808138911168645},0,1
1025902338300761143,{},{0.515495569},{},{0.232373179},{},{2.6208290271249375},0,1
-2787191317670660246,{},{0.305492804},{},{0.309522232},{},{1.5725590497240471},0,1
-1573023350148659030,{},{0.459485023},{},{0.302154806},{},{2.641748545130221},0,1
-6387362809141986757,{},{0.807999646},{},{0.055327931},{},{2.3886479904431823},0,1
2434959201386717317,{},{7.515619347},{},{0.044837478},{},{2.677703405265149},0,1
8031722090065659855,{},{0.488833485},{},{0.009232424},{},{0.40511608575488756},0,1
-2080431693778951356,{},{5.114340974},{},{0.088413826},{},{2.226180590299462},0,1
3549109824785540005,{},{0.406371562},{},{0.356635173},{},{2.2127081630636343},0,1
-8754961486292191806,{},{0.344137215},{},{0.031303562},{},{2.0280065884728677},0,1
-180252288200201541,{},{0.606999314},{},{0.026972636},{},{0.9013587731511838},0,1
-6846011022746249658,{},{0.048494794},{},{0.275695063},{},{0.29227780568324296},0,1
-5323664899700589841,{},{0.088466682},{},{0.25785334},{},{1.597024116467419},0,1
2399599952233934428,{},{6.073544996},{},{0.165729236},{},{3.5307781971018932},0,1
7721649514993682563,{},{0.616712563},{},{0.272856734},{},{2.354781792759325},0,1
-3485514449383768787,{},{4.034365932},{},{0.02518585},{},{1.7803381025886513},0,1
-196995888411579451,{},"{0.236573822,4.339616335}",{},"{0.008739955,0.008363693}",{},"{1.666944024587275,2.3222266528280944}",0,2
1524343667767028728,{},{3.946236975},{},{0.127258492},{},{3.283456952145627},0,1
-7678011977838348522,{},{4.388981779},{},{0.04016719},{},{1.6694710167274287},0,1
99813637196177449,{},{1.195992802},{},{0.020649549},{},{2.1523751619779588},0,1
4778871310081631647,{},"{0.943917725,0.831750566}",{},"{0.037899494,0.038353904}",{},"{1.429800581906629,0.8794560246349168}",0,2
5632455736553151255,{},{0.102864676},{},{0.025776979},{},{0.9314405802300809},0,1
-7971004576533452411,{},{0.123468378},{},{0.066441007},{},{2.260032477820289},0,1
7519382914444524780,{},{4.978082186},{},{0.152992738},{},{4.263968682586651},0,1
9106003620751043838,{},{0.206194577},{},{0.021084295},{},{1.9882390473938862},0,1
4445581228366823766,{},{0.12003028},{},{0.113056191},{},{1.3854210086411753},0,1
2333270921735776355,{},{0.380605949},{},{0.032313825},{},{2.6351511119158264},0,1
6225652705960457954,{},"{0.020664874,0.454687569}",{},"{0.016026821,0.015683891}",{},"{1.4248463598323375,3.018545810973802}",0,2
946838174961328458,{},{0.13056264},{},{0.008119208},{},{0.6319729956637666},0,1
-6747521538659772949,{},{4.629422318},{},{0.03301614},{},{1.441443219681993},0,1
1168076528610430802,{},{4.437242146},{},{0.014490052},{},{2.3963403364366753},0,1
4954783290691726040,{},{0.15039621},{},{0.019217307},{},{0.99168618881532},0,1
-1116224040252844741,{},{0.145595466},{},{0.009809203},{},{0.5817624479623713},0,1
1322643491423167220,{},{0.212699146},{},{0.231217574},{},{2.2055556459673338},0,1
-3210595597316270705,{},{1.748851842},{},{0.288013399},{},{2.838374819186665},0,1
5372730239182956237,{},{0.775817695},{},{0.288332655},{},{3.1939824711142095},0,1
2073429154321355728,{},{0.156366323},{},{0.009177322},{},{0.610108104450242},0,1
-6885312641126422993,{},{0.103223085},{},{0.007239035},{},{2.431867039958949},0,1
-1889760809355916724,{},{1.817957894},{},{0.243446332},{},{2.8373640543804424},0,1
-6571914703387389993,{},{9.564133292},{},{0.31404461},{},{1.981759333102503},0,1
-460740518707800565,{},{0.70043938},{},{0.073120285},{},{0.9276715189215594},0,1
-1950505845315524548,{},"{0.217880262,0.144343571,0.204254232}",{},"{0.00683975,0.007224678,0.007663567}",{},"{0.9803300380196811,0.44299661713596505,1.0660869246039262}",0,3
