Query Number,Query Name,Execution Time,Plan time,Query hash
4,10a.sql,302.143,32.919,-6651533820180303979
4,10b.sql,134.136,26.588,988535410010893112
4,10c.sql,10698.302,27.309,2494719406442254794
4,11a.sql,75.150,71.182,-8754961486292191806
4,11b.sql,30.332,62.318,7102013096890644952
4,11c.sql,10097.061,57.012,2333270921735776355
4,11d.sql,2033.031,52.007,-5951735317690032369
4,12a.sql,240.408,62.233,-9026514954839072455
4,12b.sql,115.413,54.352,5632455736553151255
4,12c.sql,835.085,60.983,6417179009749033666
4,13a.sql,775.108,71.922,-1829334865866162189
4,13b.sql,776.344,94.737,4778871310081631647
4,13c.sql,765.655,83.234,4778871310081631647
4,13d.sql,4332.884,74.680,2434959201386717317
4,14a.sql,1577.459,71.534,274192810335693858
4,14b.sql,259.288,65.162,-4506995590541967356
4,14c.sql,507.672,58.833,299267792258938541
4,15a.sql,597.494,126.215,-460740518707800565
4,15b.sql,35.767,136.485,-4209927756710409746
4,15c.sql,1516.679,120.325,4486446217020337985
4,15d.sql,1592.341,109.139,-321921298358758659
4,16a.sql,497.823,56.362,816913887554954199
4,16b.sql,126018.034,59.242,3350265702090035455
4,16c.sql,69431.856,54.056,607840843579539521
4,16d.sql,70004.816,65.632,816913887554954199
4,17a.sql,69524.031,34.911,-917204397272063480
4,17b.sql,4362.924,35.014,-5459870143170781696
4,17c.sql,3861.213,34.307,-5459870143170781696
4,17d.sql,4207.122,34.499,3199076743843001296
4,17e.sql,115689.669,42.954,-1944885556475480423
4,17f.sql,12983.678,32.851,3199076743843001296
4,18a.sql,545.611,39.294,-3485514449383768787
4,18b.sql,259.034,45.042,-2924466581088026648
4,18c.sql,4522.707,34.586,1168076528610430802
4,19a.sql,337.970,219.011,-2080431693778951356
4,19b.sql,841.398,192.902,-2216088972165640435
4,19c.sql,554.447,214.002,5068614643165729469
4,19d.sql,56938.337,209.314,7915967579038312663
4,1a.sql,146.782,14.977,-1116224040252844741
4,1b.sql,119.981,15.971,-4074774145614403639
4,1c.sql,114.960,14.579,946838174961328458
4,1d.sql,122.085,11.564,-6885312641126422993
4,20a.sql,2016.308,151.515,-2202723705874175045
4,20b.sql,868.426,123.103,-310926232940389306
4,20c.sql,1039.064,133.016,-6387362809141986757
4,21a.sql,137.381,130.686,1038524182031953798
4,21b.sql,49.648,124.530,4184495773567888797
4,21c.sql,66.761,124.085,-7971004576533452411
4,22a.sql,676.600,282.748,-7110568913434103698
4,22b.sql,327.183,267.536,-7110568913434103698
4,22c.sql,2004.272,273.061,-5949668645089970217
4,22d.sql,4378.677,277.272,1524343667767028728
4,23a.sql,134.683,257.941,4445581228366823766
4,23b.sql,44.620,249.464,-7994933085961275538
4,23c.sql,193.804,247.101,1076878163750528468
4,24a.sql,316.165,2716.241,6624959997497422723
4,24b.sql,112.218,2909.662,1322643491423167220
4,25a.sql,1890.074,104.334,-5845388691995996195
4,25b.sql,370.794,108.373,-4983731566966487840
4,25c.sql,4641.805,131.585,9105500078934324812
4,26a.sql,573.964,2414.349,1025902338300761143
4,26b.sql,780.605,2588.207,-3475685009172437784
4,26c.sql,2368.511,2426.890,6841805925482126349
4,27a.sql,168.142,2698.303,-5323664899700589841
4,27b.sql,49.341,2653.651,2103229838344518222
4,27c.sql,156.841,2787.248,-1723239386245354632
4,28a.sql,704.412,3594.681,-1573023350148659030
4,28b.sql,399.106,3633.070,-3210595597316270705
4,28c.sql,517.320,3910.569,5372730239182956237
4,29a.sql,3771.677,5423.668,1693774000992751456
4,29b.sql,188.891,5557.699,-6571914703387389993
4,29c.sql,4419.087,5266.615,3549109824785540005
4,2a.sql,1208.404,14.407,7420183357700622221
4,2b.sql,273.557,13.779,7420183357700622221
4,2c.sql,167.029,14.285,7420183357700622221
4,2d.sql,1332.890,14.688,7420183357700622221
4,30a.sql,1545.104,2728.896,-6682106289455670140
4,30b.sql,201.154,3123.002,7721649514993682563
4,30c.sql,18745.688,2853.436,-1889760809355916724
4,31a.sql,522.832,343.912,7519382914444524780
4,31b.sql,371.918,379.270,146477119612211947
4,31c.sql,664.145,338.248,2399599952233934428
4,32a.sql,19.976,21.740,6225652705960457954
4,32b.sql,456.782,21.665,6225652705960457954
4,33a.sql,53.537,2928.482,-3515944407635664271
4,33b.sql,43.569,2840.006,-6846011022746249658
4,33c.sql,67.277,3027.220,-2787191317670660246
4,3a.sql,347.235,14.457,5539820102114296223
4,3b.sql,198.951,12.558,2073429154321355728
4,3c.sql,553.507,13.736,8031722090065659855
4,4a.sql,173.466,30.278,-1950505845315524548
4,4b.sql,147.921,12.924,-1950505845315524548
4,4c.sql,252.944,13.877,-1950505845315524548
4,5a.sql,218.701,14.995,9106003620751043838
4,5b.sql,173.379,15.959,-3414057395363075461
4,5c.sql,242.661,16.082,5596001239447068866
4,6a.sql,119.889,12.903,3759324545287071861
4,6b.sql,244.813,13.651,-196995888411579451
4,6c.sql,30.899,11.987,3759324545287071861
4,6d.sql,4691.258,13.415,-196995888411579451
4,6e.sql,44.412,29.942,3759324545287071861
4,6f.sql,4246.119,15.845,-4608735958739764665
4,7a.sql,723.088,79.339,7100159318594498086
4,7b.sql,236.008,68.336,-298514962653462987
4,7c.sql,86436.187,64.906,-7678011977838348522
4,8a.sql,5771.435,51.872,99813637196177449
4,8b.sql,135.648,55.256,4954783290691726040
4,8c.sql,8206.308,37.002,-2444720784039749802
4,8d.sql,2931.853,36.727,-2444720784039749802
4,9a.sql,624.301,89.154,-6747521538659772949
4,9b.sql,2139.361,84.026,316739818532851506
4,9c.sql,618.341,70.067,-180252288200201541
4,9d.sql,10952.393,63.253,7221379846823333251
