queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
988535410010893112,{},{0.089259995},{},{0.013964217},{},{1.1824487410687112},0,1
-6651533820180303979,{},{0.409757915},{},{0.0222384},{},{0.7110350415064464},0,1
-3414057395363075461,{},{0.177465398},{},{0.008501932},{},{0.936515385040697},0,1
3350265702090035455,{},{55.482810873},{},{0.031860277},{},{3.329696481697031},0,1
-917204397272063480,{},{29.259874893},{},{0.01694399},{},{3.257957765002839},0,1
1693774000992751456,{},{0.051765821},{},{0.32519249},{},{1.3473218060524401},0,1
3759324545287071861,{},"{0.055353854,0.01640586,0.037910094}",{},"{0.008855593,0.007708696,0.008159928}",{},"{0.9665923810539927,1.0910626829030636,0.8703995694800497}",0,3
816913887554954199,{},"{0.515512615,3.633896704}",{},"{0.037016565,0.03935556}",{},"{1.7118613104823526,2.9639935484775943}",0,2
7102013096890644952,{},{0.030575943},{},{0.036180111},{},{0.7940526833092408},0,1
-298514962653462987,{},{0.237891352},{},{0.034837422},{},{0.7100724686565013},0,1
-1723239386245354632,{},{0.138446655},{},{0.23215066},{},{1.5833953683652344},0,1
7221379846823333251,{},{13.222563745},{},{0.028447846},{},{1.3367139226071094},0,1
299267792258938541,{},{0.508283416},{},{0.027296153},{},{2.5675013835307574},0,1
-2202723705874175045,{},{2.636246789},{},{0.058713256},{},{2.5540740700847384},0,1
316739818532851506,{},{1.663598369},{},{0.032666837},{},{0.7598610987708787},0,1
5596001239447068866,{},{0.215932062},{},{0.008641032},{},{1.3799231202307853},0,1
-4608735958739764665,{},{4.253389931},{},{0.008092002},{},{1.978573646757589},0,1
3199076743843001296,{},"{13.700175038,22.17110023}",{},"{0.017525838,0.019490976}",{},"{3.8446119795115643,3.292541069708294}",0,2
6624959997497422723,{},{0.780784625},{},{0.255186965},{},{2.8514538196268697},0,1
-7994933085961275538,{},{0.066533577},{},{0.109037794},{},{1.2250964623525946},0,1
-5459870143170781696,{},"{14.43764276,13.454713345}",{},"{0.023150408,0.021533667}",{},"{3.2516254627325605,3.619285164974605}",0,2
7420183357700622221,{},"{1.779112349,1.531510634,1.7074125,1.882481649}",{},"{0.008243621,0.008912427,0.007084441,0.020830374}",{},"{3.9054411810908274,4.134926299257952,2.1536961241559784,3.0059238528781917}",0,4
2103229838344518222,{},{0.038649718},{},{0.233316559},{},{1.6281108968438895},0,1
-6682106289455670140,{},{1.663789946},{},{0.269123641},{},{3.1287831031648063},0,1
1076878163750528468,{},{0.174442982},{},{0.118497794},{},{0.6015224860732539},0,1
4184495773567888797,{},{0.087389473},{},{0.070034282},{},{1.6428562008791687},0,1
146477119612211947,{},{0.345584221},{},{0.136306652},{},{1.4318092830185192},0,1
7915967579038312663,{},{20.429043754},{},{0.080902963},{},{1.7842026035937393},0,1
-2444720784039749802,{},"{7.21239203,2.8563350400000003}",{},"{0.015142336,0.017767341}",{},"{0.205012584645605,0.9101012897719762}",0,2
1038524182031953798,{},{0.119928265},{},{0.067420411},{},{2.243491368929793},0,1
7100159318594498086,{},{0.626373405},{},{0.03570581},{},{0.762169173556856},0,1
9105500078934324812,{},{3.9218872620000003},{},{0.057635531},{},{3.2622095262589},0,1
-4983731566966487840,{},{0.364778687},{},{0.058924792},{},{0.642801197752784},0,1
-5951735317690032369,{},{0.26051189},{},{0.036356331},{},{2.441099894325591},0,1
2494719406442254794,{},{9.603643408},{},{0.015038585},{},{1.9424432378726564},0,1
-5845388691995996195,{},{3.567172905},{},{0.050940398},{},{3.0707851971726106},0,1
-4506995590541967356,{},{0.232153552},{},{0.02773281},{},{0.9858526896212094},0,1
