Query Number,Query Name,Execution Time,Plan time,Query hash
1,10a.sql,328.797,30.142,-6651533820180303979
1,10b.sql,131.953,30.299,988535410010893112
1,10c.sql,10621.225,22.903,2494719406442254794
1,11a.sql,65.863,74.659,-8754961486292191806
1,11b.sql,27.404,73.609,7102013096890644952
1,11c.sql,884.263,54.717,2333270921735776355
1,11d.sql,258.211,53.740,-5951735317690032369
1,12a.sql,218.500,59.236,-9026514954839072455
1,12b.sql,118.972,54.982,5632455736553151255
1,12c.sql,794.382,66.205,6417179009749033666
1,13a.sql,568.327,74.570,-1829334865866162189
1,13b.sql,850.377,93.655,4778871310081631647
1,13c.sql,806.577,103.421,4778871310081631647
1,13d.sql,2342.074,85.055,2434959201386717317
1,14a.sql,369.568,63.719,274192810335693858
1,14b.sql,269.534,73.129,-4506995590541967356
1,14c.sql,555.168,67.168,299267792258938541
1,15a.sql,597.174,137.724,-460740518707800565
1,15b.sql,39.643,133.130,-4209927756710409746
1,15c.sql,1430.609,125.929,4486446217020337985
1,15d.sql,1462.686,135.578,-321921298358758659
1,16a.sql,481.858,56.669,816913887554954199
1,16b.sql,12651.617,48.619,3350265702090035455
1,16c.sql,3125.501,65.838,607840843579539521
1,16d.sql,3508.495,65.506,816913887554954199
1,17a.sql,7125.295,33.426,-917204397272063480
1,17b.sql,4039.508,34.054,-5459870143170781696
1,17c.sql,3800.994,35.836,-5459870143170781696
1,17d.sql,3831.605,30.420,3199076743843001296
1,17e.sql,8892.859,34.653,-1944885556475480423
1,17f.sql,7030.956,34.044,3199076743843001296
1,18a.sql,509.564,34.725,-3485514449383768787
1,18b.sql,198.981,36.350,-2924466581088026648
1,18c.sql,4498.846,35.018,1168076528610430802
1,19a.sql,321.785,218.573,-2080431693778951356
1,19b.sql,903.389,227.875,-2216088972165640435
1,19c.sql,774.134,211.824,5068614643165729469
1,19d.sql,10149.675,181.361,7915967579038312663
1,1a.sql,136.081,13.771,-1116224040252844741
1,1b.sql,111.253,13.819,-4074774145614403639
1,1c.sql,121.751,11.859,946838174961328458
1,1d.sql,117.004,12.932,-6885312641126422993
1,20a.sql,3747.739,128.620,-2202723705874175045
1,20b.sql,2635.421,138.030,-310926232940389306
1,20c.sql,2676.859,126.911,-6387362809141986757
1,21a.sql,97.142,113.655,1038524182031953798
1,21b.sql,48.684,141.559,4184495773567888797
1,21c.sql,61.209,137.591,-7971004576533452411
1,22a.sql,605.834,292.761,-7110568913434103698
1,22b.sql,329.967,266.362,-7110568913434103698
1,22c.sql,845.319,277.606,-5949668645089970217
1,22d.sql,1335.619,290.712,1524343667767028728
1,23a.sql,129.222,240.452,4445581228366823766
1,23b.sql,43.461,244.375,-7994933085961275538
1,23c.sql,189.314,242.249,1076878163750528468
1,24a.sql,458.540,2735.158,6624959997497422723
1,24b.sql,125.775,3094.624,1322643491423167220
1,25a.sql,2430.326,121.614,-5845388691995996195
1,25b.sql,360.678,110.027,-4983731566966487840
1,25c.sql,4519.462,119.100,9105500078934324812
1,26a.sql,360.542,2480.451,1025902338300761143
1,26b.sql,223.653,2529.021,-3475685009172437784
1,26c.sql,936.249,2490.179,6841805925482126349
1,27a.sql,152.781,3035.972,-5323664899700589841
1,27b.sql,48.421,3051.587,2103229838344518222
1,27c.sql,255.225,2762.687,-1723239386245354632
1,28a.sql,460.720,3698.031,-1573023350148659030
1,28b.sql,224.200,3893.029,-3210595597316270705
1,28c.sql,280.451,4174.564,5372730239182956237
1,29a.sql,148.204,5334.295,1693774000992751456
1,29b.sql,42.655,5648.290,-6571914703387389993
1,29c.sql,2815.710,5155.225,3549109824785540005
1,2a.sql,1078.823,13.622,7420183357700622221
1,2b.sql,290.506,13.719,7420183357700622221
1,2c.sql,172.206,14.086,7420183357700622221
1,2d.sql,1548.122,14.234,7420183357700622221
1,30a.sql,627.690,2932.620,-6682106289455670140
1,30b.sql,162.129,3008.676,7721649514993682563
1,30c.sql,1939.535,2932.665,-1889760809355916724
