Query Number,Query Name,Execution Time,Plan time,Query hash
1,10a.sql,286.440,35.239,-6651533820180303979
1,10b.sql,113.217,27.764,988535410010893112
1,10c.sql,10772.735,25.173,2494719406442254794
1,11a.sql,75.022,59.129,-8754961486292191806
1,11b.sql,22.416,54.470,7102013096890644952
1,11c.sql,898.129,50.686,2333270921735776355
1,11d.sql,266.191,60.953,-5951735317690032369
1,12a.sql,166.832,68.236,-9026514954839072455
1,12b.sql,101.680,50.518,5632455736553151255
1,12c.sql,725.366,55.734,6417179009749033666
1,13a.sql,567.106,69.412,-1829334865866162189
1,13b.sql,790.353,76.145,4778871310081631647
1,13c.sql,879.997,70.005,4778871310081631647
1,13d.sql,2483.127,68.073,2434959201386717317
1,14a.sql,373.773,51.078,274192810335693858
1,14b.sql,245.138,64.291,-4506995590541967356
1,14c.sql,486.100,53.805,299267792258938541
1,15a.sql,604.791,113.262,-460740518707800565
1,15b.sql,41.610,111.130,-4209927756710409746
1,15c.sql,1482.521,128.775,4486446217020337985
1,15d.sql,1543.843,95.398,-321921298358758659
1,16a.sql,499.926,50.385,816913887554954199
1,16b.sql,11372.307,56.290,3350265702090035455
1,16c.sql,3055.470,58.504,607840843579539521
1,16d.sql,3345.069,52.756,816913887554954199
1,17a.sql,6060.507,28.838,-917204397272063480
1,17b.sql,4105.305,30.519,-5459870143170781696
1,17c.sql,3699.661,30.278,-5459870143170781696
1,17d.sql,4051.178,49.689,3199076743843001296
1,17e.sql,9384.900,31.458,-1944885556475480423
1,17f.sql,7363.310,25.825,3199076743843001296
1,18a.sql,339.614,46.628,-3485514449383768787
1,18b.sql,180.810,40.369,-2924466581088026648
1,18c.sql,4305.932,36.811,1168076528610430802
1,19a.sql,324.131,202.027,-2080431693778951356
1,19b.sql,792.931,188.409,-2216088972165640435
1,19c.sql,566.070,194.969,5068614643165729469
1,19d.sql,10340.874,207.025,7915967579038312663
1,1a.sql,130.816,16.021,-1116224040252844741
1,1b.sql,101.053,15.775,-4074774145614403639
1,1c.sql,116.545,15.803,946838174961328458
1,1d.sql,101.494,13.541,-6885312641126422993
1,20a.sql,1138.923,117.298,-2202723705874175045
1,20b.sql,822.210,132.886,-310926232940389306
1,20c.sql,499.921,150.970,-6387362809141986757
1,21a.sql,82.482,138.108,1038524182031953798
1,21b.sql,60.253,125.913,4184495773567888797
1,21c.sql,52.496,120.619,-7971004576533452411
1,22a.sql,433.897,256.688,-7110568913434103698
1,22b.sql,321.234,275.526,-7110568913434103698
1,22c.sql,6464.328,274.052,-5949668645089970217
1,22d.sql,3916.453,259.341,1524343667767028728
1,23a.sql,112.343,240.086,4445581228366823766
1,23b.sql,51.799,242.366,-7994933085961275538
1,23c.sql,180.470,252.885,1076878163750528468
1,24a.sql,225.107,2735.162,6624959997497422723
1,24b.sql,128.703,3105.345,1322643491423167220
1,25a.sql,1672.194,122.593,-5845388691995996195
1,25b.sql,337.949,129.155,-4983731566966487840
1,25c.sql,3937.565,125.347,9105500078934324812
1,26a.sql,241.353,2465.075,1025902338300761143
1,26b.sql,171.262,2366.679,-3475685009172437784
1,26c.sql,2828.662,2250.235,6841805925482126349
1,27a.sql,94.901,2671.108,-5323664899700589841
1,27b.sql,35.996,2730.670,2103229838344518222
1,27c.sql,66.086,2622.592,-1723239386245354632
1,28a.sql,488.959,3645.311,-1573023350148659030
1,28b.sql,170.362,3608.974,-3210595597316270705
1,28c.sql,2235.241,3799.332,5372730239182956237
1,29a.sql,43.215,5398.889,1693774000992751456
1,29b.sql,28.408,5464.013,-6571914703387389993
1,29c.sql,1815.595,5630.572,3549109824785540005
1,2a.sql,844.996,13.907,7420183357700622221
1,2b.sql,191.014,27.362,7420183357700622221
1,2c.sql,133.942,13.729,7420183357700622221
1,2d.sql,1142.053,13.067,7420183357700622221
1,30a.sql,560.972,2832.923,-6682106289455670140
1,30b.sql,86.703,3203.780,7721649514993682563
1,30c.sql,1572.877,2938.066,-1889760809355916724
1,31a.sql,1026.302,405.336,7519382914444524780
1,31b.sql,138.437,403.592,146477119612211947
1,31c.sql,600.272,333.876,2399599952233934428
1,32a.sql,18.796,36.548,6225652705960457954
1,32b.sql,493.675,22.326,6225652705960457954
1,33a.sql,42.711,3154.925,-3515944407635664271
1,33b.sql,37.348,2806.880,-6846011022746249658
1,33c.sql,78.396,2911.358,-2787191317670660246
1,3a.sql,380.259,12.355,5539820102114296223
1,3b.sql,150.351,11.271,2073429154321355728
1,3c.sql,485.452,30.941,8031722090065659855
1,4a.sql,179.411,11.939,-1950505845315524548
1,4b.sql,137.923,12.923,-1950505845315524548
1,4c.sql,250.342,12.345,-1950505845315524548
1,5a.sql,176.563,15.082,9106003620751043838
1,5b.sql,161.699,16.319,-3414057395363075461
1,5c.sql,216.736,15.988,5596001239447068866
1,6a.sql,151.817,13.963,3759324545287071861
1,6b.sql,273.389,15.585,-196995888411579451
1,6c.sql,33.464,14.204,3759324545287071861
1,6d.sql,5110.335,15.914,-196995888411579451
1,6e.sql,35.483,36.220,3759324545287071861
1,6f.sql,4503.182,14.860,-4608735958739764665
1,7a.sql,578.365,83.652,7100159318594498086
1,7b.sql,232.846,67.113,-298514962653462987
